0	0
0.008035984	0.088
0.02882532	0.167
0.139052686	0.438
0.315405502	0.704
0.401881462	0.844
0.473108253	0.892
0.530320068	0.907
0.622308768	1.006
0.681659856	1.045
0.714105483	1.066
0.743863306	1.105
0.781903952	1.141
0.807300952	1.183
0.831738021	1.216
0.877540386	1.203
0.921230904	1.071
0.964839143	0.96
0.997092784	0.999
1	0.875
0.925838567	0.657
0.810290447	0.378
0.633855352	0.209
0.394256877	0.145
0.18693947	0.107
0.057239242	0.049
0.016538219	0.036
