0.005836576	0.518691589
0.03307393	0.490654206
0.06614786	0.514018692
0.105058366	0.549065421
0.196498054	0.630841121
0.285992218	0.691588785
0.377431907	0.747663551
0.470817121	0.792056075
0.556420233	0.85046729
0.587548638	0.862149533
0.614785992	0.869158879
0.642023346	0.857476636
0.6692607	0.845794393
0.688715953	0.836448598
0.706225681	0.827102804
0.723735409	0.824766355
0.743190661	0.813084112
0.758754864	0.815420561
0.774319066	0.806074766
0.791828794	0.799065421
0.807392996	0.808411215
0.819066148	0.803738318
0.836575875	0.806074766
0.848249027	0.801401869
0.859922179	0.801401869
0.875486381	0.792056075
0.889105058	0.792056075
0.914396887	0.731308411
0.939688716	0.670560748
0.961089494	0.637850467
0.986381323	0.637850467
0.964980545	0.502336449
0.906614786	0.352803738
0.844357977	0.261682243
0.774319066	0.203271028
0.686770428	0.16588785
0.581712062	0.128504673
0.490272374	0.126168224
0.426070039	0.086448598
0.359922179	0.112149533
0.293774319	0.112149533
0.227626459	0.11682243
0.163424125	0.114485981
0.120622568	0.119158879
0.101167315	0.11682243
0.040856031	0.126168224
