0.003257329	0.44939759
0.030944625	0.406024096
0.048859935	0.386746988
0.068403909	0.390361446
0.104234528	0.393975904
0.141693811	0.404819277
0.185667752	0.415662651
0.229641694	0.422891566
0.299674267	0.430120482
0.371335505	0.439759036
0.442996743	0.448192771
0.511400651	0.461445783
0.573289902	0.474698795
0.628664495	0.475903614
0.675895765	0.474698795
0.719869707	0.468674699
0.760586319	0.461445783
0.796416938	0.455421687
0.830618893	0.45060241
0.864820847	0.445783133
0.892508143	0.440963855
0.912052117	0.43373494
0.931596091	0.415662651
0.949511401	0.402409639
0.970684039	0.395180723
0.995114007	0.390361446
0.98534202	0.377108434
0.946254072	0.315662651
0.926710098	0.285542169
0.905537459	0.259036145
0.884364821	0.236144578
0.861563518	0.210843373
0.838762215	0.191566265
0.799674267	0.16746988
0.760586319	0.146987952
0.716612378	0.130120482
0.666123779	0.113253012
0.614006515	0.102409639
0.555374593	0.093975904
0.490228013	0.085542169
0.423452769	0.080722892
0.35504886	0.075903614
0.281758958	0.074698795
0.234527687	0.072289157
0.188925081	0.069879518
0.143322476	0.06746988
0.09771987	0.063855422
0.074918567	0.057831325
0.052117264	0.043373494
0.030944625	0.009638554
0.004885993	0.272289157
0.003257329	0.308433735
